	transcript_id	group	long_cluster	long_centroid	u_intro	u_basic job description	u_walkthrough	u_project example
96	creativity_0096	Fiction writing	0	I'm a writer, primarily of science ficti	"No, thank you, you can proceed.
"	"I'm a writer, novels and also ghost writing blog articles. A typical project for ghost writing is to get a topic, double check the requirements for both the client and if there's any middle management, do the research, and write the article, typically between 500-2000 words, depending. Research usually takes a few hours, and writing usually takes an additional hour. Novels are significantly more involved, as you can imagine. Each novel is different, but a simplified version of a project overview would be to outline, research, create a first draft, edit, research, rewrite, create a second draft, and repeat until something is ready to be handed over to betas. Those are typically on my own timetable, for however long it takes.
"	"Research is the only area I use it heavily, but I will use AI sporadically for another area. For research, AI saves on time significantly by collecting a bunch of sources for me, or helping me hammer out details I either don't understand or have misunderstood. For the other area, I have a writing disability (ironic, I know), and AI helps me when I'm struggling. For example, when I'm struggling with spelling, I'm able to give AI the definition, and it can tell me the word I'm trying to use. Or when I'm trying to find the correct word for something, for example a piece of architecture or an uncommon piece of furniture, when I know what the thing is, but I'm having difficulty communicating it properly. AI is excellent for taking the description and finding the correct words for me.
"	"Currently, I'm working on a novel that takes place in a fantasy world, but set in a time similar to our Roman era in western civilization. So, research has been key on that, making sure it is as authentic as possible. AI in particularly is helpful in that kind of area because not only can it give me sources that are usually fact checked and reliable, but it is also aware of how I'm applying that research (ie, into a fantasy world), and can make note when something might not be very applicable, or when something might be uniquely relevant to my fictional world. As far as how it feels, it feels less stressful to have that kind of research buddy, and its encouragement always helps me not feel discouraged when the research itself isn't turning over what I might have hoped.
"
97	creativity_0097	Content writing	2	I work on writing research style blogs t	"sounds good!
"	"I'm a web developer and software developer, web apps and android apps primarily. A typical project is setting up a business website or a website for one of the apps I'm developing, creating content for it from graphics to blog articles and writing copy that converts lookers into customers.
"	"I rely heavily on AI tools for content creation, a lot of working on the main pages in the site relies on copy that converts and AI helps me A/B test and find something that fits the feel of the site. I use it for programming and occasionally graphics but primarily marketing copy is where I lean heavily on AI.
"	"I used AI most recently to come up with and then refine the landing page copy for a client who runs a tattoo studio. She wanted something that fits her style so I told AI about her and the specific project goals and the task of writing the main copy. I work through it from top to bottom and then go back through again to find weaknesses and identify ways it could be better. It makes me feel a bit more confident in the marketing copy before I hand it over to a client but there are also issues like sounding too cliche or not finding the right tone.
Ok so I start typically with describing the client and goals and such and then ask for the very first line on the website and really refine it before going much further because it sorta sets the tempo. I then go on from there to each individual section whether its telling about features of a SaaS product or describing the tattoo studio or business and who they serve. basically I ask for copy that converts for each section. once I get  something I feel confident with I start a new conversation or choose a new model and send it through and ask for critical feedback pros and cons. I use that feedback as guidance for the replacement text, explaining why I like parts the model picked as not great or highlighting areas I don't like. I then ask for two or three versions depending on how I feel about it. The goal being to find issues before it gets to the client and sometimes I'll use multiple models to bounce ideas around and brainstorm ways to improve it
"
98	creativity_0098	Fiction writing	0	I'm a writer, primarily of science ficti	"That sounds great, no questions yet :)
"	"It is my hobby, and something I spend a lot of time doing, which is researching and writing, about all sorts of topics. A typical project would be anything from a personal interest, or something in current affaris, a philosophy - generally any topic I'm curious about - becoming something I study, almost accademically and then write about. Its a cathartic way of helping me understand myself and the world around me more fully. My neurodiversity has held me back somewhat in the past, but now I'm overcoming those obstacles, I'm re-framing this personal journey as something I can re-orient into creating things to help others like me, get on in the world better. In a sense, give them some of the assistance I could have done with when I was younger.
"	"In the past, due to my ASD, I focused in on a range of topics of interest, researched them, and wrote about them, or produced some guide or flow chart - like a process of helping me understand the world and myself. This was really messy, un-focused, the topics were random and often I didn't finish them. I improved my work flow as an adult, higher education and work experience gave me skills that improved this hobby. It wasn't until AI came along though that I've seen a noticable difference in my output. I can use a range of AI tools now to help me research that save me so much time. Brainstorming ideas, checking for bias, validating information, cross checking data, finding the right words or ways to phrase a concept, untangling metaphore, exploratory thinking, advice... so much more, I could write a lot about how AI fits into my creative process. But to put it simply, it helps me untangle and present all the things I'm curious about in the world, that I think may be of interest or use to others, turning a mess of ideas into something useable.
"	"Yes, as part of my own journey, I'm making moves to improve my health and weight loss is one of the goals. Naturally I need to understand more about health, nutrition, exercise etc to help me lose weight, I can't just pick a diet and follow a schedule, I need to understand whats going on with me physiologiclaly - how ever complex or detailed that is. I never found anyone with the patients to listen to all my questions and go over and over details until they make sense to me, so in terms of how it felt for me - its like having the guide or teacher in my life now that I always needed. This project helped me understand so much more about how my body works. I've been able to probe and query so many things that it would have taken me hours - weeks maybe to research on my own. I feel gratitude, and I'm feeling a sense of acomplishment for what its done for me with this project so far, I'm still in the middle of this one though, so I'm hoping those feelings are magnified again by the end of it.
"
99	creativity_0099	Art, design, crafts	1	I do a variety of creative work. I am se	"That all sounds fine to me
"	"Well, I work in a couple of areas. One is graphic design where I need to create personalised prints and designs, the other is written. The written work is normally a presentation that needs to fit a particular theme or piece of writing. usually religious in nature. It may sometimes be an application for a grant or fund. Research is very important in order to ensure that the written work has integrity. The writing needs to be informative, engaging and connect with people in a way that hopefully leaves them feeling changed in some way.
"	"I still feel that AI is lacking a bit for the visual process, it appears to struggle when it comes to using fonts and writing. It's really helpful for the writing process. I can use it to give me inspiration. For example providing an idea, theme or piece of writing to the model, it often then provides some insights or thoughts. It's particularly helpful to bounce ideas off, check if certain thoughts or insights are factually accurate, or to help build on ideas. Sometimes, if I have a bit of a block and I don't know where to go next, I can upload what I have and ask for some ideas for what is is missing from the written piece.
It may be asking about historical context for a piece of writing (particularly religious writing). Often this may lead to asking further questions about specific people, cultures, religions or practices. This all feeds into gaining a deeper understanding of the piece of writing that is being studied. An example of this may be starting with ""give me the historical context of 'passage x'"". The response from the model may lead me on to the follow up question ""Tell me more about y"". Alternatively I may ask the model to rephrase a certain part of my writing to make it clearer, or ask if what I have included in my writing is factually accurate.
"	"A recent project began with my question ""why did Paul feel the need to write these words to the church in Thessaloniki 'make it your ambition to lead a quiet life: You should mind your own business and work with your hands, just as we told you, 12 so that your daily life may win the respect of outsiders and so that you will not be dependent on anybody.'""  This question began the process for me to understand more of what the passage was trying to say, rather than what may at first appear obvious to a modern day western reader. It helped me to get inside the mind of the author of the text. The information provided helped me to begin to find areas of interest and relevance that I could then hang a presentation on, ensuring that I was not misrepresenting the intended message. It was incredibly helpful. Not only did it help give me a starting point, but it also meant that I had a good amount of evidence and information to support my angle.
"
100	creativity_0100	Audiovisual	4	I'm a musician, so my projects range fro	"Sounds great. Let us begin.
"	"I do acting and comedy and I am involved in a lot of behind the scenes/backstage work as well in both film and theater. A typical project is a gig for me frankly. I am being brought into a team to perform a particular role because of my distinct abilities.
"	"I primarily engage AI tools to help me deal with administrative tasks and paperwork, filling forms when I am applying for jobs, keeping on top of my paperwork for my union membership, tailoring my resume and portfolio, managing my calendar and schedule.
"	"I recently helped to design a set for a comedy video/podcast. I had done some drawings as mock ups to show the client what it would look like, but they were unsatisfied with the work I had done. So I transferred my drawing into a AI and was able to make it into a realistic, 3d image and was able to convince the client and make some important changes. We used that image to run green-screen screen tests and give the client a chance to play in the space and see how it would look on camera before we committed to building the set.  I was frustrated at first with how the AI tool handled rendering my drawing however, the experience helped me to learn how to better prompt the model to get desired results.
It is a rather specific thing, but when you mention to a model to NOT include some element, it would invariably show up. It's like dealing with humans and you tell them to not think of a pink elephant. Do you get my drift? Elements that I didn't want included, I did not even mention. Because for example I would tell it, ""get rid of the bust of Shakespeare""; The bust would appear in every iteration even after explicit requests to remove it.
It was kind of annoying but it is like learning to deal with any other personality. I will admit that I caution a lot of people to be careful and sparing in using AI tools because of this, often they will not get what they want at first because they have not bothered to learn how to prompt engineer and will either become frustrated or end up producing work that is ""good enough"" but contains other flaws or errors that they had not been paying attention to at all.
""short attention span errors"" for example, you generate an image of a waiting room with potted plants. the issue is that they are not real plants and only bear passing resemblance to real potted plants but you'd only notice if you're looking for more than a split second. A lot of people in Comedy generate posters for shows using AI tools to avoid dealing with graphics software like Photoshop or Gimp, but also create posters where the comedian doesn't look anything like their avatar, they have a double headed mic or extra fingers. It look good enough to the user because they had some ideas about what they wanted to see but neglect details that the end user (the people they are trying to convince to come to their show) will see and judge them on. I am sure you know there is a virulent anti AI sentiment in a lot of the creative world.
"
101	creativity_0101	Mix	3	I'm an artist and a writer with a PhD in	"That sounds great, I have no questions!
"	"I am a full time wedding photographer so I use many tools to help me in the various stages of my projects. With my clients, I typically help plan some of their wedding details and do correspondance, which I use AI to help with. Creatively, I get to use AI in a lot of my marketing - like creating content for social media or blogs for my website - and in the post-production process of selecting, editing, and delivering the client's wedding photos.
"	"My job is naturally quite creative since not only it deals with the art of photography, but as an entrepreneur I feel my approach to ""doing business"" is creative. I find I use AI most when I am brainstorming, iterating ideas, trying to communicate to associates and clients, create effective and passive workflows, and especially with marketing. I like to have conversations frequently where I state my objective or intended outcome and then have the AI ask me questions, gain deep knowledge understanding about my approach or perspective, and then help me create the path to obtain my objective. For example, when using AI for creating Instagram content, I will first extensively train the AI on my tone of voice, brand values, mission, objectives, workflows, and more. I typically will say something like ""I need you to help me create my Instagram content for my wedding photography business. I'm trying to reach (this type of person) and get them to (do this thing like book a wedding package). Here's what I want my content to look like or sound like. Here are some difficulties I face."" And then before I let it help me, I tell it to ask me questions to gain better understanding from me of what it may need to accomplish the task. I will do this with other things - such as creating a new client experience or package. Sometimes I will do a similar approach to help me practice sales calls or create a new script.  Really the possibilities here are endless.

I also will use it to edit copy on my website, or to review the copy I have and tell me if it's in a good order for the ""customer journey"" and ask if there's something I can change to have more impact. I like to think of all AI use as a collaboration. I provide the intended outcome and have the AI help me better define that outcome and the supporting details. Then I provide the initial idea or the draft version and then use the AI to help me see my ""blind spots"". I iterate my thoughts about the blind spots it pointed out and then it helps me come up with solutions. I will spend extensive amounts of time on many tasks using AI and think it has improved my quality of output in every way and arena of business. 

I also use tools that are AI powered, but not the typical ""chat bot"" AI. I use programs that will AI select a desired amount of images from 10k images from a wedding for example based on certain qualities I'm looking for. It will select the best of the images, include one of every grouping from family photos, omit everything that has closed eye, or follow the other instructions  given. I use a program that will auto edit all of my images to a certain style that is trained based on my past images. I have a program that delivers the images AI sorted by individual in the images. The longer I think about it the more uses I realize I use AI for.
"	"I am in the process of extending my business to include ""Lifestyle Photography"" which is like family photos. Instead of just integrating it into the current business I have I decided it needs to be it's own standalone thing - really so that my wedding business doesn't become in-cohesive and watered down. In the earliest stages I think AI helped me come to this conclusion when I was confused about how to fuse the two together. But this overhaul that I'm still currently in has required that I look through every corner of my business and convert my business assets (like pdf guides, onboarding documents, contracts, website copy, portfolio blogs, sales scripts) into a version that communicates my lifestyle photography objectives and services. Some of that has been more administrative and editorial in nature, but overall I ""outsource"" a lot of the decision brainstorming and idea creation to AI because it's an overwhelming and idea-heavy process. Since I train my AI chats with things like my mission statement or values or desired outcome, when I present an idea or problem I find that it will consider the impact to that ""bigger vision"" more easily and consistently than I do. When it knows in such detail my entire business or even just my client experience, I find that when I do even really quick chats like ""how should I respond to this email"" it gives a very well considered and thorough answer. But this use of AI for the ""creation"" stages of things provides me so much more freedom to pursue the best ideas well and abandon the not so great ones early.
"
102	creativity_0102	Fiction writing	0	I'm a writer, primarily of science ficti	"No questions, let's begin!
"	"I'm a writer and editor, so my flow varies a lot from project to project, but generally it goes like this:
-I go over the initial version of the project, be it notes I took on a show or movie or a rough draft someone else sends me, like a blog post or a manuscript. I take it in and make any obvious edits, like fixing typos or grammar mistakes, or rephrasing things that don't quite sound right.
-I typically like to wait a while before proceeding with the next step, which is thinking over the whole project and how the major ideas fit together. This often involves me rearranging whole paragraphs, cutting and moving chunks of text, more intricate rephrasing, and sometimes adding headers to break up lengthy web posts. If I'm drafting an original post, it usually looks like me organizing thoughts into distinct categories and then weaving them together so they sound like they flow together naturally. If there are a lot of notes and the thoughts are hard to keep track of, I may color-code them to make it easier. If I'm doing something like editing a manuscript, this is where I might make more overarching story or character notes in the margins as I read.
-The final step is to read the whole thing through again and polish it up, making sure that all my edits flow naturally and make sense, and, if it's not my work, that it still sounds like the original author. If I'm editing a manuscript, this is where I'll type out a letter highlighting what I think are the most crucial areas that need looking at. 
-If I'm editing or writing something for the web, the last step is to go through and do basic SEO edits.
"	"Rarely, if ever, do I use AI in the creative process itself - I enjoy writing and I generating the basics takes the fun out of it for me. What I do use it for is to keep track of character and setting notes in original fiction and when reading complex manuscripts: My notes are often messy and disorganized, and when I was younger I often found myself wishing I could have some sort of Clippy-esque assistant that would just be able to read through my notes and answer any question I had directly. This is especially useful in works with a lot of characters or places to keep track of - doubly so for fictional ones with no other reference material for those things.
"	"I was writing a scene in a fantasy setting that contained dozens of potential character interactions - I'm co-writing a novel with another author in a sort of literary roleplay-type format, so there are a number of potential interactions that could happen at any given time. I was able to use an AI assistant to go through the names and place them in different areas of a large palace ballroom and social scene, and then to move them around naturally as the scene continued. There is no way I could have pulled off the true randomness of the interactions and character groupings without such a tool, and the resulting scenes would not have been nearly as interesting as what we produced.
"
103	creativity_0103	Art, design, crafts	1	I do a variety of creative work. I am se	"No, I'm ready to begin!
"	"I work on creating inspiration and client-facing artifacts for housing remodel. This includes interior and exterior remodeling. I work with with contractor managing the job to create mock-ups to present to the client with design inspiration and remodeling options. Some of examples of exterior remodeling could be changing paint colors, railings, or landscaping while interior could be updating design concepts or reworking internal room dimensions.
"	"Currently AI only fits well into the preliminary stages of my work. I use AI to brainstorm ideas for different design choices using images, creating images of what theoretical rooms could look like and creating mood boards with different ideas to give clients a lot of variety.
"	"For example, my most recent use was creating options for exterior railings. I was given multiple pictures of the exterior of a home and my job was to create a portfolio of images of different railings on each angle of the house to give the client a book of options to choose from. AI models in the design space are still somewhat limited. They couldn't complete the job of pasting railings onto a house without altering the original picture significantly, but I did use them to give me examples of railings on coastal houses with similar themes. I took those AI inspiration railings and found realistic images that I was able to photoshop onto my original pictures for client mock-ups.
I've tried multiple different AI models and each have similar limitations. For my purposes, clients want to see what these different design choices look like on their exact house. When AI models are generating, they often struggle with instructions to only change specific artifacts in an image and instead change the entire image. For example, when I use the prompt ""change the exterior railings from aluminum to wrought iron, use a design popular on high-end coastal vacation homes, do not change any other aspect of the image, the rest of the house should stay exactly the same"" I will receive back a new AI generated home, possibly with the correct railings but usually with distorted proportions. If I was starting with a blank canvas, the generative AI models would be very helpful. The issue is that the current generation will change the structure of the house significantly so that it's not the same as original photo. This creates images that aren't what the client is looking for so I can't use them for end stage design presentations.
"
104	creativity_0104	Content writing	2	I work on writing research style blogs t	"Sounds good.
"	"I'm a freelance writer, editor, proofreader, you name it. I write my own articles on Medium, where I mostly publish about topics that interest me like philosophy, mental heal, literature and feminism. I sometimes write articles for other people, mostly ghost-written SEO content, although not so much nowadays. I also write creatively in my free time. I haven't done so yet, but I plan to submit my short stories for publication to literary journals and magazines. Sometimes, I take part in creative writing competitions (short stories and flash fiction). I take on editing/proofreading/beta reading projects whenever I can—this is where I have the most experience. Some of my work is paid, and some is voluntary. For example, right now, I am beta reading fiction for free as I wanted experience editing and providing feedback on fiction. Most of my paid work is for non-fiction and academic articles.
"	"I try not to use it for anything to do with my writing. I prefer to use it for admin and some more mathematical issues like working out my taxes, earnings, savings, schedule, etc. Writers wrote before this tool was available, and my core desire is to be a good writer. I don't think AI can help me to become a better writer. At most, I'll use it for a final check before publication, or if I'm feeling bad about my writing, I might use it for a confidence boost. I won't let AI change or edit my writing, just provide feedback. And I only use this for blogging and never my creative fiction. As for editing, if I'm struggling with wording for feedback, I might use AI to help me reword feedback. I do this sparingly, however. I would use it to help my tone come across better when giving feedback so I don't offend authors.
"	"I would use it if I'm feeling unconfident about an article. I simply copy it into a chat and ask for feedback. I tell the model strictly not to edit or change anything, act as a reader and tell me what it 'thinks.'
"
105	creativity_0105	Audiovisual	4	I'm a musician, so my projects range fro	"nope, ready to go
"	"I am producing a non-profit documentary about nature and have the responsibility of researching a lot of preliminary information having to do with pre-production (e.g. the development of the film treatment, information about fiscal sponsors, budgetary planning, film festival timelines, etc.)
"	"Any time I need an answer that would take too long or be too difficult to find on Google
Here's an example: trying to determine how much licensed archival footage costs on average would be almost impossible on Google, because I would be faced with advertisements, disparate information, and overviews that don't give me the level of specificity needed to answer the question. That's what I think AI models are best at - synthesizing information into a clear, direct, and coherent response that saves me a lot of time.
"	"This is a more creative application, but I needed to generate a cover for the film treatment and I used an AI model to help generate the images that I then positioned in a specific way in order to create the scene (they were plants and small animals that adhered to a very specific aesthetic style). I've found that when requesting something like this, you need to be very specific and explain the most important elements that you want. Then, once a style has been established, the model does a great job of replicating that style across all subsequent prompts (if requested)
"
106	creativity_0106	Fiction writing	0	I'm a writer, primarily of science ficti	"That all sounds good. Let's go.
"	"It is quite varied really. I am a writer and will often just work on my own writing projects, usually for screen, although I have also just finished my first novel. I will then try to sell or option these works. Sometimes I am writing full scripts, other time one-sheets or treatments, and other times I will be paid to write a script for someone else rather than creating my own story from scratch. For screenwriting I often work with a writing partner.
"	"Sometimes it is just for proofreading or recommending edits, other times it will be for art or design for a one-sheet and other times it will be for research to short cut when I need some obscure or arcane information that would be hard to find without speaking to an expert or that might be overly time consuming for limited benefit.
"	"Recently we were preparing a one-sheet for an idea that we had not fully fleshed out. We looked at using AI for design but utilising free tools did not give us the quality we needed. We also asked for a precis of our idea but ended up using that. In the end the only thing we used AI for was to come up with alternatives for a closing sentence that we just couldn't quite get right.
It felt a little rushed and didn't have the right personality for the genre of project. It felt a little lifeless. We have used it before to offer suggestions for a one-pager and foudn the results were great and gave us inspiration for redrafting but in this case, it served a different purpose and made us realise that our current one-sheet synopsis was already working very well.
"
107	creativity_0107	Art, design, crafts	1	I do a variety of creative work. I am se	"Yes, that sounds great!
"	"I sell clothing online, whether that be thrifted or handmade. The handmade pieces are either knit or crochet—the most popular are sweaters and hats. Handmade projects take quite some time to complete and are often quite complex, but I'm always up for a challenge.
"	"When starting a project, sometimes I need help estimating how much yarn I'll need. I'll send information regarding the size of needles/hooks I plan to use, the weight of the yarn, what size I want the piece to be, and it will give me a close estimate. I also use AI if I get confused with the pattern and need some expertise on it. Additionally, I occasionally use AI to help me word messages to buyers regarding items they're interested in.
"	"I'm currently knitting a sweater, and I needed some advice on how large I should make the arms if I want it to fit slightly oversized on a size medium. I gave information on the weight of the yarn, the size of the needles, and how many stitches I used for the front panel, and it gave me a helpful suggestion.
I've used AI in the past to help with precise knitting questions, and it often gives more general answers to avoid wrongful suggestions, so I was a little reluctant. However, I tried out casting on a number of stitches at the higher end of the range it suggested and the result so far seems to be working well.
"
108	creativity_0108	Audiovisual	4	I'm a musician, so my projects range fro	"That sounds good.
"	"I'm a musician, so my projects range from producing to songwriting and everything in between.
"	"I find myself asking AI for help when I have too many ideas running and need help sorting them into one. For example, when I have a couple of different ideas for the vibes of the song, or even when trying to mix genres, I ask AI to give me ideas of similar artists or songs, or even ask if it's something that could work.
"	"Again, I had many ideas going for a song, and I used AI to confirm that it would be possible to mix these genres, and got confirmation that other artists experimented with these sounds as well. It made me feel more confident in what I thought were ""chaotic ideas."" I also used it to generate a list of words that reminded me of a specific visual that I was then able to write from. It made my process flow smoother because I sort of hit a wall and couldn't really find the right words I was looking for.
"
109	creativity_0109	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds fine, I don't have any questions.
"	"I do a variety of creative work. I am self-employed and do graphic and web design. I help my husband with his web comic. I create assets for live streamers, and I create my own content as a vtuber. So projects can vary widely depending on what I am working on.
"	"I usually find myself using AI for initial iteration and brainstorming. For example I might tell it that I am planning a stream on a particular topic and ask for suggestion for assets to promote that stream. Or I might be developing a flyer for a graphic design client and ask for information on font styles. I often use AI assistance within Photoshop to clean up small issues in an image, like the smart fill to remove a defect from a background. Occasionally I will use AI image gen to give me inspiration on color palettes or basic layouts for a design that I can use to base my own designs on. I frequently use Udio to create lo-fi background music for my live streams. And I use ChatGPT almost daily for executive function related tasks like to-do lists or breaking down big projects into smaller pieces. I have ADHD, so having a LLM as my executive assistant really helps me complete projects I might lose track of otherwise, or prioritizing what things to work on first.
"	"Sure, I am helping my husband develop a TCG (trading card game) based off of an original IP. Neither of us really know a ton about TCGs, and I have only casually played a couple like Hearthstone and Pokemon. I used AI to assist me in talking through our ideas for the game and how to make the rules and gameplay loop unique while still keeping things familiar and easy to pick up for those who play a lot of TCGs. Over the course of a couple of days, it helped me refine our ideas into a full v1 draft of a rule book with all the basic card types and how they work planned out. My next step in that project is to use AI to help me create a spread sheet of different ability effects frequently found on cards in games like these, so I can adapt them to our game's lore and start making a card list as the next step.
"
110	creativity_0110	Art, design, crafts	1	I do a variety of creative work. I am se	"Let's do it!
"	"My creative work focuses on content creation and design. For example , ghost writing a blog for my client about her makeup brand including tutorials, or like yesterday, it's meant creating PowerPoint slides for a company's marketing campaign proposals. Usually,  my work means that I will receive a file of info and need to filter, organize, format, and create another kind of content with it.
"	"There is always a specific goal that the company has in mind for a project and I'm either provided with an overload of information (60% of which is not relatable), or I'm receive too little info and need to be creative, yet accurate in statements, to fill in the space. In these cases, I reach for AI because it is a huge time-saver. I use it to sort through and compile the connected info to the task at hand and to adjust word/character count and formatting. Sometimes I receive a project in a category/on a topic that I have no previous knowledge of or little understanding of, so in these cases I reach for AI so I can ensure that what I put together does align with the company's objective for that content. Oh, and I should mention I'm a freelancer. That's why I'll end up working with a variety of  topics. If I receive too little info to work with but have a requested content length, then I use AI to get creative and fill in the gaps, while still ensuring that everything stated is accurate
"	"For example, a client asked me to write makeup blogs for her products. Of these, a few times I was only provided with a picture and the name of the product. 700 words based on just that?? So, I used AI to brainstorm and compile info about the company (its objectives, history, ingredients, etc). The blog needed to have depth and accuracy of statement, not ""fluff"" or non confirmed statements, and so I brought in AI to help fill in the gaps creatively with what a consumer would find ""trustworthy"" information
"
111	creativity_0111	Content writing	2	I work on writing research style blogs t	"Okay! I don't have any questions so far.
"	"I work as professional freelance copy and content writer. I write ads for clients, landing pages, blog posts, write some for social media, a lot of different things. A typical project includes every step from brainstorming the idea with the client, to extensive competitor research, to creating the ad/web page/blog, proofreading/editing, and finalizing all deliverables.
"	"I usually lean on AI for the brainstorming and research portion, and then again for the proof-reading and editing.
If I'm starting a new project, like a blog for example, and the topic is rather broad, I'll first tell AI the general outline for the project I have in my head and ask the model to identify any gaps and expand on my outline.
Usually, I'll have them incorporated into the outline with a little bit of personal tweaking. Then I'll continue the process until I feel like I have a full outline. Often, the AI is TOO comprehensive for my required word counts and I find myself cutting out bits of the outline as I actually write the piece.
"	"Recently, I wrote an entire landing page for a brand new health teach startup that had just launched their new health tracking app and community platform. I had NO idea what beats I should hit on the final landing page, it was the first time I had written one in this niche or for this type of product, so I first had the AI assistant outline a basic skeleton for the page. And then as I started filling in areas, sent my finished text back to be polished and placed into the outline. As I wrote, the outline started to evolve.
I would realize the next section of the outline was too broad or too deeply technical, and I would issue the corrections to the model. Then I would write the section based off the updated outline.
"
112	creativity_0112	Art, design, crafts	1	I do a variety of creative work. I am se	"Let's go!
"	"Of course. I am an illustrator who currently focuses on medieval-woodcut inspired pen and ink illustrations. I sell prints online, in person at local art markets, and I accept commissions. I have been a working artist for over a decade now. I have previously worked 4 years as a professional tattoo artist, taking appointments and walk-in clientele, with a focus on American Traditional style tattoos. My typical projects are usually punk and nature inspired imagery, done with staedtler 1.2mm pens on paper, though I am looking to branch out into dip pens or even linocut/woodblock printing as my business grows.
"	"I use a lot of large language models for assistance with website copy, drafting artist statements, brainstorming social media marketing, and sometimes (though rarely) illustration ideas. Basically, the more tedious and less creative parts of running an art business. I would rather be spending my time drawing. I will tap into an AI tool maybe a few times a week for creative assistance.
"	"I launched a new brand in June, so I had AI draft my website copy for me, though I did go in and edit it to sound more like my personal voice. I am a bit shy about admitting my use of AI to other creatives in my industry. Otherwise, most recently, I've put together some art supply lists.
I understand that the use of AI does require a lot of environmental resources, and large scale data centers popping up are using a ton of fresh water and electricity. I'm very much concerned about climate change and its effects, so I do sometimes feel bad using it for quick jobs. However, I also recognize that there is a lot of incredible potential with certain AI tools. I hope in the near future, these environmental concerns can be addressed.
"
113	creativity_0113	Art, design, crafts	1	I do a variety of creative work. I am se	"Sounds good. No questions.
"	"I am a multi-disciplinary creative. I come from a family of artists. I am a film maker by profession. My skills revolve around shooting and editing digital footage. I have worked on a range of projects from feature films, documentaries, music videos, ads and online content. Recently I have also completed professional programs in VFX and Technical Arts. 

A typical project depends on the type. If it is a film or video project, it involves logging and cataloguing footage first. Then I build a narrative based on the story. The creative element comes in cutting clips together into a coherent story. There is a distinct visual grammar that changes with each edit, and this evolves as the narrative is crafted. It is one of the more dynamic and challenging natures of film montage.

For 3D projects such as personal artwork and game development, I first gain an understanding of the brief and then I proceed with creating 3D models along with textures. The detail in these artworks depends on the use case. There will be a higher poly count for personal artwork, but a lower poly count with more optimization for game engines. It all starts with a 3D doodle, which I then slowly refine into the finished work.

As a creative my first priority is to get into the mindset of the brief and to develop a workflow that lets art evolve into the finished piece.
"	"I find myself constantly using AI. Many 3D art pieces are based on realistic measurements and there are certain terms that help define what I need to make or what I need to illustrate. For example, for a project creating a realistic camera lens, I used AI to obtain the measurements of a micro 4/3 mount. In another project, I needed the history of medieval times to understand their architecture and what was relevant during certain time periods.

I have also used AI for help in coding python tools within Maya. It is very helpful when I am stuck and need another perspective. Coming from a non-coding background, as an artist working with complex software, this is immensely helpful in automating certain tasks. It also helps to troubleshoot issues within creative software.

The most useful AI has been is in learning new techniques. I would simply ask how to do a certain task in a software, and it would detail the process saving me a lot of time.
"	"I am working on a sci-fi watch project. Another useful thing about AI is that it can help filling in gaps or weaknesses in a skill-set. I am not as good in setting up and composing or laying out a scene. With AI I was able to get some quick mock-ups and concepts of how I can place objects. While it is not perfect, this is what makes it more 'human,' where there is deliberation and re-iteration through the process.
"
114	creativity_0114	Audiovisual	4	I'm a musician, so my projects range fro	"Sounds great. Lets go.
"	"I have lots of creative projects, mostly involved with audio and video content creation. My video projects are typically promo videos for the church I work for. They feature service projects or identity statements.
"	"I use AI tools for planning and scripting. As most of my videos have time restrictions, I use AI to make sure my plan will fit in the constraint. I also use it to help brainstorm content like b-roll or settings. I also run either my script or outline through AI to clean and tighten it while trying to maintain my voice.
"	"Sure. I created a promo video for our mobile food pantry that was a shorter version of a previous video. I used AI to talk through the most essential elements to communicate and how to pare down the script for a tight one minute promo.
I gave the voice over from the longer video to the model and asked it to identify what it thought were the most important elements. I then told it what were the important elements for me and asked it to create a one minute script from those details that fit the voice and identity of the church.
"
