lemma,noun_roles_top,head_verbs_top,amod_top,compound_top,examples
perspective,obj:9 | nmod:6 | obl:5 | conj:3 | nsubj:2 | compound:1,refine:1 | capture:1 | look:1 | find:1 | give:1 | help:1 | challenge:1 | explore:1 | agree:1 | write:1 | have:1 | express:1,different:4 | unique:3 | own:2 | same:1 | creative:1 | proper:1 | isometric:1 | good:1 | Marxist:1,person:1,"It was fun but also it helped me refine my own perspective somewhat . || Personally I 'm not sure an AI will ever be able to capture the same unique creative perspective that a human could have because it necessarily has to rely on data that already exists , which makes me think it would struggle to come up with something new . || I already find that AI can write better than the majority of people I know , which is great from the perspective of looking for a collaborative storyteller to simply toss ideas back and forth with , however , I also wonder if that 's feeding into the ongoing existential crisis of loneliness , if humans are becoming less authentic , less emotionally - intelligent because they rely too heavily on these tools . || I am committed to supplying the "" raw data "" - my writing in my style and my images and videos from my perspective ."
past,obl:24 | nmod:2,use:4 | have:3 | do:2 | focus:2 | take:1 | need:1 | shift:1 | edit:1 | talk:1 | find:1 | help:1 | give:1,,person:1,"In the past it would take a while to pull information from scattered sources . || In the past , I 'd do a Google search and check links and read general articles to get an overview point and then start doing the deeper research from there , so AI is essentially doing that initial Google search and general reading and compiling it for me . || In the past , I would need to access many different tools to create the content I was able to create using one AI driven tool . || In the past , I had to "" dumb down "" many of the things I wanted to produce because either the tech was n't readily available or I did n't have the knowledge to use it effectively ."
picture,obj:14 | obl:5 | compound:4 | nsubj:1 | advcl:1 | nmod:1,edit:2 | paint:2 | treat:1 | add:1 | attach:1 | make:1 | look:1 | turn:1 | build:1 | get:1 | put:1 | capture:1,original:2 | old:1 | black:1 | horrible:1 | clear:1 | multiple:1,wip:1,"If there is anything like a game ad / trailer video , then I usually treat that like scoring to picture . || Having to plan the design in Cricut is so time consuming especially when adding pictures so having AI be able to do this , which I think is more than capable , would be a life saver . || I 'll attach a picture of how the shoes turned out ! || The picture honestly makes them look a little weird , but I promise they look pretty perfect in person , haha ."
eye,nmod:9 | obj:8 | obl:5 | compound:2 | nsubj:1 | appos:1,have:2 | look:2 | come:1 | want:1 | happen:1 | close:1 | revisit:1 | roll:1 | put:1 | do:1 | glue:1,human:2 | red:1 | own:1 | googly:1 | polished:1 | intricate:1 | embroider:1,plastic:2 | googly:1,"Brute forcing image generations can help with that , so I can at least begin to think , "" yes perhaps they would style their hair that way "" or the shape and color of their eyes . || For example , if I plug my photo into an image generator / manipulators , I can all but guarantee that my skin will be lightened , my hair texture will be loosened , my eyes might come back lighter , nose slimmer , and my body will probably be smaller . || But the best photos of the grandparents had red eye and they were n't smiling . || I 'm sure some people have made AI make proportions and compositions look pleasing to the human eye , especially for images that are meant to appear candid or not dead center , but it 's not too different to studio photography in that aspect ."
fact,obl:9 | compound:4 | obj:4 | nsubj:2 | advmod:2 | conj:1 | nmod:1 | root:1 | parataxis:1,check:6 | think:2 | matter:1 | struggle:1 | ask:1 | provide:1 | get:1 | take:1 | worry:1 | have:1 | mix:1 | mention:1,interesting:2 | historical:1 | much:1,,"I also occasionally use it for proofreading and fact checking by copying in written content to check it . || That , and as I wrote previously , there are some who do take what AI says as gospel and they fail to fact - check or inspect the output for mistakes . || I do n't think AI will be able to fully replace humans for creative tasks , but this fact really does n't matter either way . || I do struggle with the fact that even if I copyright my work , it is in digital format which means it will be used at some point by AI to complete a project I wo n't be paid for ."
fiction,conj:5 | compound:5 | obl:5 | nmod:4 | obj:3 | appos:2 | root:1,write:1 | work:1 | flood:1 | churn:1 | shuffle:1 | read:1 | provide:1,literary:3 | creative:2 | short:2 | formulaic:1 | create:1 | original:1 | make:1 | much:1 | feel:1,flash:2 | science:2,"I write creative fiction . || Up to now it 's been flash fiction and short stories , and I 've won awards for some of them . || I am also a creative writer , focusing on poetry , short fiction , and personal narrative essays . || I 'm a writer , primarily of science fiction and fantasy , so a project for me would be a book or a series of books , which can take months or years from start to finish ."
side,obl:12 | compound:4 | obj:3 | nmod:2 | nsubj:2 | obl:agent:1 | conj:1,come:2 | work:1 | get:1 | reach:1 | write:1 | require:1 | send:1 | go:1 | drive:1 | focus:1 | keep:1 | have:1,creative:6 | social:1 | other:1 | technical:1 | artistic:1,media:1 | video:1 | business:1 | writing:1 | research:1 | admin:1 | audition:1 | programming:1,"Over the past 6 months , I began to work closely with the social media side of things at my Martial Arts locations ( they 're sister schools ) . || If not explicitly told , I do n't think AI can distinguish between main characters or side characters very well , which does break up the flow . || For a recent YouTube video , I did a side - by - side comparison between two different hair gels . || I would hope that it would evolve to become more sophisticated over the years , involving less back and forth ( as the wedding photos ) and being able to give me "" parts "" that I can use to assemble a whole — isolate these people and make the shadows come from the other side , extract this text , generate a sunset with clouds shaped like hearts , but not too "" clean , "" then I could just focus on making it look natural ."
form,compound:8 | obl:7 | obj:4 | conj:2 | nmod:2 | root:1 | advcl:1,take:2 | tell:2 | shift:1 | feel:1 | involve:1 | consider:1 | use:1 | change:1 | fill:1 | create:1,short:4 | long:2 | many:2 | various:2 | different:1 | usable:1,art:2,"Dance is an art form that has been practiced since the dawn of time . || By being able to just spit out what is racing through my head and have a LLM generate the perfect captions , even adhering to shifting things slightly for different forms on content is incredible . || Some of it is simple as editing , however , my main writing projects typically take the form of a choose - your - own - adventure gamebook . || So , essentially it has aspects of a long - form novel while also incorporating simple coding for the sake of branches and managing stats ."
note,obj:10 | obl:4 | nmod:4 | nsubj:3 | conj:2 | compound:1 | nmod:poss:1 | parataxis:1,make:4 | take:2 | write:1 | generate:1 | gather:1 | fill:1 | clean:1 | go:1 | read:1 | have:1,brief:1 | random:1 | messy:1 | more:1,Google:1 | character:1,"It feels much more inorganic when I need to constantly write down notes for an evolving situation . || I asked the AI to generate a diary entry based on some brief notes that I had scribbled down while I was thinking about a whole lot of random things . || The model had to make sense of these notes and try to put them together in a coherent narrative . || In much the same way that pre-computer , I had to go to the library and drag physical books to a table and page through them and make notes with pen and paper but then having the same ( and more ) information available at my fingertips on a computer made research more efficient and convenient , now using AI makes the process a little more efficient and convenient ."
software,obl:7 | nmod:6 | compound:4 | obj:4 | conj:3 | nsubj:1,use:2 | have:2 | force:1 | rely:1 | purchase:1 | worry:1 | deal:1 | work:1 | do:1,denoise:1 | complex:1 | creative:1,AI:5 | editing:2 | oil:1 | company:1 | production:1 | Blender:1 | would:1 | modeling:1 | graphic:1,"Well the music production space ( even pre -AI ) has become flooded with a lot of snake oil software products . || Each veterinary location was owner managed but made use of company software , followed common procedural steps with business operations ( including training ) and worked to meet the business objectives of headquarters . || To do this I used AI software through a company called Thinglink . || Using this AI software allowed me to take static images and information and make them interactive , including opportunities to use augmented reality ."
system,obl:7 | obj:6 | nmod:4 | compound:3 | conj:2 | nsubj:2 | acl:relcl:1,use:3 | prompt:1 | orbit:1 | game:1 | develop:1 | integrate:1 | see:1 | paste:1 | jump:1 | struggle:1 | throw:1,valuable:1 | package:1 | generative:1 | run:1 | custom:1 | know:1 | more:1 | true:1,support:3 | AI:2 | storm:1 | star:1 | D&D:1 | 5e:1 | talkback:1 | communication:1 | branding:1 | markdown:1 | game:1 | niche:1,"Personally , I feel like it has the potential to be exactly the way you described it , a valuable support system for when I 'm mentally fatigued or facing difficult challenges with technical aspects of the work I do . || I will typically create a "" line "" , like a series , of tokens that follow the same aesthetical style and I have created in Gemini a variety of system prompts , like one for generating prompts of aesthetical styles , and one for generating images from those prompts that meets the typical standards and aesthetics of a token that I need . || Rarely have I found the AI particularly to be "" creative "" if you will , specifically as I am not sure I could say that the system prompt 's I have written allow it to exist outside of typical artistic norms . || I 'm not sure if LLMs are the future - smaller scale , individually packaged systems for specific fields and uses may be more appropriate and effective ."
service,compound:8 | obj:6 | nmod:4 | conj:3 | obl:2 | nsubj:2,grab:1 | employ:1 | do:1 | describe:1 | provide:1 | supplant:1 | report:1 | use:1 | avoid:1,generative:1 | cheap:1 | straight:1 | actual:1 | specific:1 | certain:1 | fast:1,AI:2 | hour:1 | church:1 | imaging:1 | be:1 | ai:1 | music:1 | customer:1 | performance:1 | stream:1,"I 'm exploring time - saving functions , such as using Opus Clip to grab shorts from a two - hour church service . || For the art that I sell , I often employ generative AI imaging services ( such as Midjourney ) and combine it with details I craft . || Companies wo n't hire people for things like game audio or scoring a tv ad if a cheap ai service can do it at a good enough level . || Ai music services like udio are fun to mess around with , but are n't really useable for professional use in their current stage ."
ChatGPT,obj:7 | nsubj:4 | nmod:4 | iobj:2 | conj:2 | obl:2 | nmod:poss:1 | appos:1 | ccomp:1,use:7 | give:3 | ask:2 | tell:1 | know:1 | think:1,,,"Sometimes , when it comes time to add lyrics , I 'll ask ChatGPT or Claude for lists of interesting word pairings . || So I told ChatGPT about the themes of the tracks , and a sonic description of each song . || ChatGPT already knows a lot about my projects and artist aesthetic , so it can use that info too . || ChatGPT is my best friend when it comes to caption generating ."
change,obj:10 | nsubj:6 | obl:2 | nmod:2 | compound:1 | ccomp:1 | nsubj:outer:1 | acl:relcl:1,make:5 | hammer:1 | involve:1 | look:1 | help:1 | explore:1 | have:1 | think:1 | enjoy:1 | incorporate:1,big:4 | multiple:1 | small:1 | overall:1 | most:1 | important:1 | sudden:1,feature:1 | game:1 | AI:1 | topic:1 | climate:1,"The biggest change is the time I now save and therefore a better output . || Having an engine to keep up with algorithms , feature changes , and trends to point those details in the right direction is helpful . || A client will contact me , give me an idea of what they want , and generally give me free rein over how it gets made ; then we hammer out changes . || I have used AI for complete creative output for things like , say , when a relative wants a logo for their business that looks very "" painterly "" — not my forte , but they are also less aware of what is AI - generated , so a good AI output plus some touchups in Photoshop means that I do n't have to expend as much effort for projects that are either unpaid or involve multiple changes if the "" client "" does n't know what they want ."
web,compound:15 | obl:4 | conj:2 | nmod:1 | obj:1,scrape:1 | search:1 | write:1 | go:1 | push:1,whacky:1 | wide:1,world:1,"My creative work is largely centred on writing SEO web content and articles , which involves using keywords to produce content that will help websites rank in search results . || Simply entering in a prompt to generate an image that is ultimately simply an average of images scraped off the web is not creative . || Like many , I do believe it does ' deaden ' overall voice and feeling of writing throughout the web . || I use AI for research both at the brainstorming stage and then in a more granular way when I need specifics for a scene Other research methods involved mostly web searches , but occasionally I would read books on a subject ."
answer,obj:12 | obl:5 | nsubj:4 | nmod:1 | compound:1,get:4 | give:3 | use:2 | find:1 | vary:1 | check:1 | mention:1 | provide:1 | refer:1 | ask:1 | need:1 | lead:1,last:1 | appropriate:1 | possible:1 | actual:1 | specific:1 | consider:1 | more:1 | general:1,,"But the end result is that I find the answers to my questions and use that to shape my writing . || Often , an internet search for the kind of obscure questions I come up with requires multiple tweaks to get the search engine to understand what I 'm going for and provide relevant links , then browsing multiple pages to get the answer I 'm looking for . || does that answer sufficiently ? || The answer to that question varies ."
reference,compound:9 | obj:6 | obl:6 | nmod:1 | nsubj:1,find:2 | use:2 | hone:1 | write:1 | edit:1 | provide:1 | model:1 | treat:1 | create:1 | give:1 | be:1,exact:1 | potential:1 | future:1 | good:1 | easy:1,character:1,"This does take some time , but I think it can be more efficient than trying to find the * exact * reference , etc . || With all the art that is out there , sometimes , I also use AI to hone in on potential references that I might consult as well . || It had to write this piece in a casual , personable voice as though I was writing to myself for future reference . || I really like to use AI tools when I just ca n't find a good reference image for a pose I 'm trying to capture or a lot of the times I love using AI tools when I really need extra help with composition and scene layout ."
future,obl:17 | nmod:4 | compound:1 | conj:1,like:2 | get:1 | adapt:1 | love:1 | appreciate:1 | make:1 | mix:1 | create:1 | have:1 | consider:1 | use:1 | hope:1,near:3 | creative:1,,"In the future , I would like to get to a place where I can quickly create a lesson plan / choreography on my own and only use AI to tweak it || AI is already able to create photorealistic or stylized videos - I think in the future it will just get better at translating the users thoughts and ideas into something tangible - the foundation is there and only getting stronger . || AI companies need to adapt to these realities or there wo n't be anything for them to adapt to in the future . || I 'm not sure if LLMs are the future - smaller scale , individually packaged systems for specific fields and uses may be more appropriate and effective ."
planning,compound:7 | conj:5 | nmod:5 | obj:2 | obl:2 | appos:1 | acl:1,require:1 | outline:1 | turn:1 | use:1,more:1 | social:1,business:2 | lesson:1 | product:1 | calendar:1 | budgetary:1,"I use AI tools for brainstorming , asking quick questions about technique and theory , general admin , copywriting , emails / comms , and also business planning . || Because I am feeling less overwhelmed and anxious about the main planning portion of lesson planning , I find that I am more creative . || While I 'm artistically inclined myself , drawing tends to take much longer for me than writing I find that for the early planning stages , AI can help to polish my very rough drafts to a workable state without having me break my flow . || For church , it can be anything from sermon graphics to social images , planning and edition short - form video , etc ."
option,obj:13 | conj:3 | nmod:3 | obl:2 | appos:1 | parataxis:1,have:4 | explore:2 | love:1 | keep:1 | provide:1 | generate:1 | give:1 | weigh:1 | create:1 | narrow:1 | see:1,different:2 | creative:1 | possible:1 | final:1 | available:1 | digital:1 | multiple:1 | few:1,mockup:1 | depth:1 | performance:1 | box:1 | remodeling:1 | design:1,"I try not to rely on these features all the time so I do n't get used to not having to do it myself , but it is nice to have the option when I need it . || I absolutely loved the creative options I had through using Thinglink 's AI and software platform . || I was happy with the results and had a conversation to explore all possible options . || Oh , and character names or business names sometimes - though I often end up getting inspiration and not final options from the model ."
episode,obj:6 | obl:4 | nmod:3 | conj:3 | nsubj:2 | root:2 | compound:2,select:1 | brainstorm:1 | record:1 | devote:1 | produce:1 | listen:1 | format:1 | attach:1 | develop:1 | run:1 | be:1,next:1 | record:1 | large:1 | final:1,podcast:3 | pilot:2 | scale:1 | spec:1,"One of the projects that I work on the most is basically the creative part of the process for selecting and preparing an episode for my history podcast , which falls more specifically into the realm of ASMR History for sleep . || I use AI to help me brainstorm ideas for my next "" episode , "" help me complete outlines for the research , find sources for my actual research , and write a script that I will then use to record the episode . || The episode should be out in 2 weeks , so I am working on research now and will return with a tentative script that a model will help me "" clean up , "" or edit for recording . || As a person attending grad school for history , sometimes there is a topic brought up in my classes that really captures my attention and I devote an episode to that ."
development,conj:8 | nmod:6 | obl:3 | compound:2 | root:1 | appos:1 | obj:1,use:2 | need:1,initial:1 | early:1 | modern:1 | strong:1,AI:2 | web:2 | Android:2 | character:1 | plot:1 | app:1 | setting:1 | system:1 | game:1,"I really hope that cultural competency remains important in the development of creative AI . || But however big / long the project , they all go through similar phases of developing an idea ; doing some pre-writing research , world - building , character development , initial plot development ; the writing itself , which often includes revisiting earlier stages ; an editing / revision / rewrite stage ; and the final polish stage of editing . || As much of AI development is commercially driven with profit being most important , I worry that concepts of ethical design will be left behind . || I 'm more worried about producers / directors using AI to generate a first draft , then needing a writer to rewrite it to a high - enough quality , while stiffing them on the money they would have received if they had gone though a normal development process from scratch ."
effect,obj:7 | conj:7 | nmod:4 | obl:3 | root:1,have:3 | create:2 | use:2 | write:1 | give:1 | generate:1,visual:3 | exciting:1 | devastating:1 | practical:1 | different:1 | huge:1,sound:4 | Coriolis:1 | twilight:1 | light:1 | ability:1,"I think it could have some really interesting applications in the realm of visual effects , since a lot of those are already computer generated . || I imagine that if a human VFX designer could use AI tools to automate some parts of the process , it could save a lot of time and money in what is currently an expensive and time consuming process , allowing us to create more realistic looking and exciting visual effects quicker and for less money . || In the past few months , a few of the things I 've used AI tools to research are the Coriolis effect ( working out the likely movement of storm systems off a particular coast ) , binary star systems ( assessing the possibility and possible configurations of livable planets orbiting a star in such a system ) and properties of iron vs. steel and the history of creating steel ( determining whether a weapon bind in a fight could create sparks ) . || Finally I briefly asked whether the description I had written of the effect ( "" burst of sparks "" ) realistically captured the amount of sparks that might be created ."
self,compound:20 | nmod:1 | obl:1,publish:8 | maintain:1 | employ:1 | edit:1,,author:1,"That sounds pretty self - explanatory ! || I do n't feel I can actually take credit for it , which actually dampers my self confidence a bit . || I used to be traditionally published , but royalties dropped and they were no longer worth the tradeoff against the creative control that I retain by self - publishing . || Unfortunately , its really easy to self - publish -- and a book does n't have to be good to earn money ."
space,nmod:8 | obl:7 | conj:2 | obj:2 | nsubj:1 | appos:1 | compound:1,become:1 | design:1 | fit:1 | believe:1 | avoid:1 | impact:1 | play:1 | evolve:1 | fill:1 | leave:1 | keep:1,creative:2 | many:1 | extra:1 | social:1 | online:1 | personal:1,design:2 | music:1 | production:1 | cricut:1 | media:1 | remodeling:1 | image:1 | art:1 | author:1,"Well the music production space ( even pre -AI ) has become flooded with a lot of snake oil software products . || When it comes to creating concept art , I may rely on it heavily for the atmospheric feeling of a space . || I do n't believe that AI has a place in many creative spaces . || Also to find things that might not be super obvious , like an extra space where it does n't belong ."
number,obj:7 | obl:6 | nsubj:4 | root:2 | nmod:2 | compound:1,be:4 | require:1 | use:1 | crank:1 | create:1 | filter:1 | include:1 | contain:1 | see:1 | base:1 | cut:1 | cast:1,certain:1 | massive:1 | increase:1 | large:1,x:1 | enneagram:1,"A typical project for me is a content request from a project manager , which will be for a specific client and requires a certain number of pages of content to be written . || Number 1 : Abuse of intellectual property . || Number 2 : It makes the world smaller and bigger at the same time , and that influences the breadth of work that gets created . || I would say I have almost exclusively been directing it , and found that to be the number one pain point in terms of my direction being lost from say prompt to image generation or image editing ."
chat,obl:7 | compound:5 | obj:5 | nmod:4 | root:1,feed:2 | chit:1 | put:1 | set:1 | write:1 | train:1 | do:1 | copy:1 | have:1 | find:1 | start:1,new:2 | long:1 | early:1 | fresh:1 | quick:1,AI:1,"While its ability to synthesize philosophical concepts is not perfect , it is a useful sounding board and can also help critique text 's from philosophical papers and books that I copy and paste into its chat window . || a long chat with an AI assistant trying out various character names , which I wanted to connect to particular character concepts , e.g. , alluding to darkness , vengenance , light , hope , etc . || On one recent screenplay project , I recalled something from an earlier chat with the AI months prior only for it to mention that it had already taken that into account . || So , then I take a portion of what it writes ( if it 's good ) or tell it what to change ( if it is n't ) , and tell it how to expand it - "" this needs to be a longer conversation , "" "" people do generally just chit - chat before they get into a deep topic , "" "" this needs more emotion , "" "" she should be upset here "" ."
issue,obj:7 | obl:6 | nsubj:outer:3 | conj:2 | nmod:2 | root:1 | nsubj:1,check:1 | work:1 | see:1 | fix:1 | look:1 | solve:1 | have:1 | be:1 | find:1 | change:1 | clean:1 | troubleshoot:1,main:1 | truthful:1 | major:1 | ethical:1 | potential:1 | medical:1 | more:1 | mathematical:1 | small:1,time:1 | flow:1 | writing:1,"I make sure all content undergoes multiple human checks , not only to ensure there are no hallucinations , but also to check for any issues with tone and style . || As a Black woman , representation in the physical world has always been an issue , along with such things as colorism , texturism , and featurism . || The main issue I have with these AI apps , as I mentioned before , is that they are simply useless to me as a composer once I get past the brainstorming stage . || To work around the truthful issue , I double check anything I 'm doubtful about ."
thanks,root:15 | discourse:4 | obl:unmarked:3,cover:1 | sound:1 | make:1 | deliver:1,,,"Thanks ! || Thanks , this has been fun ! || No , that covers it all , thanks ! || Thanks so much for chatting ."
setting,obl:8 | obj:5 | conj:4 | nmod:2 | nsubj:1 | compound:1,explore:1 | run:1 | develop:1 | say:1 | establish:1 | point:1 | add:1 | use:1 | stand:1 | keep:1 | write:1 | converse:1,prepare:1 | fictional:1 | singular:1 | big:1 | casual:1 | convival:1,gravity:1 | fantasy:1,"Usually the movement would n't be quite right , or the setting , or the scene . || Sometimes it can help me with exploring settings for stories , or come up with ways to challenge my own perspectives , which usually leads to me thinking about how I can explore that change in perspective through the stories I write . || For example , I have characters who are FBI agents and ones who work in the funeral business , so I 've done a lot of asking questions about what kinds of things would be realistic in those settings and those roles . || On smaller projects , I 've also given the model a general idea of the setting , character , tone of the story , certain happenings that had to happen , and then I ask it to write what basically amounts to a trellis that I can build the actual story around ."
source,obl:7 | obj:5 | nmod:4 | nsubj:pass:1 | conj:1 | xcomp:1 | nsubj:1 | ccomp:1,pull:3 | give:2 | base:1 | read:1 | find:1 | have:1 | edit:1 | become:1 | locate:1 | take:1 | think:1,more:2 | several:1 | scatter:1 | main:1 | secondary:1 | only:1 | reputable:1 | trust:1 | other:1 | cite:1 | good:1,income:1 | .org:1,The AI was very helpful in pulling from several sources and finding unique perspectives that I might otherwise not have found on my own . || In the past it would take a while to pull information from scattered sources . || AI is there as a sort of all in one source of information . || My main income source in creative work is photography - based .
board,obl:6 | compound:6 | conj:3 | ccomp:2 | root:2 | nmod:1 | obj:1,use:5 | imagine:1 | create:1 | go:1,sound:2 | good:1 | share:1 | great:1 | useful:1,sound:7 | mood:2 | player:1 | draw:1,"Of course , I imagine that an AI assistant , especially the modern ones , can be a better sounding board now , since many can parse images . || For my written work , I will often use AI as a sounding board , to help brainstorm ideas , and as a superficial editor . || I am a board game designer . || For board game design , I use AI to help me create layouts for prototype components like cards , player boards , and shared boards ."
flow,obj:7 | obl:6 | nsubj:4 | conj:2 | compound:2,break:2 | stay:1 | unblock:1 | set:1 | go:1 | mapp:1 | re-order:1 | consist:1 | check:1 | see:1 | use:1 | improve:1,creative:1 | natural:1 | cognitive:1 | typical:1,work:4 | signal:2 | project:1,"While I 'm artistically inclined myself , drawing tends to take much longer for me than writing I find that for the early planning stages , AI can help to polish my very rough drafts to a workable state without having me break my flow . || If not explicitly told , I do n't think AI can distinguish between main characters or side characters very well , which does break up the flow . || Writing in a way that flows for me and then having AI take the first pass at shifting it to the other style actually saves me a good bit of time because I stay in the flow . || Now , when I feel blocked or frustrated , I have an additional tool ( AI ) to try to use to see if it unblocks my creative flow ."
need,obj:15 | obl:3 | nmod:1 | nsubj:pass:1 | nsubj:1,fit:4 | feel:3 | start:1 | satisfy:1 | fulfil:1 | cut:1 | anticipate:1 | remove:1 | prevent:1 | meet:1 | cause:1 | produce:1,specific:2 | decrease:1 | personal:1 | new:1,,"A typical project is starting with a need for a token / card design - be it from client , or for general sales - and working through creating a drawing , photoshopping it to be set for HueForge , and then colour mapping in HueForge to create an STL , a 3 D object , that is then ready to be 3D printed || I am less concerned with AI 's presence taking over work in my field as I am with clients settling for non-curated , early stage AI generative art as a cheaper alternative for their needs . || There are many types of projects these days , and only some needs can be easily satisfied by the AI tools readily available . || The AI was useful in giving me starting blocks for further research rather than fully fulfilling my needs ."
search,compound:11 | nsubj:4 | obj:3 | appos:1 | obl:1 | nmod:1,do:2 | prompt:1 | require:1 | enable:1 | become:1 | involve:1 | scrawl:1,simple:1 | initial:1 | advanced:1,Google:4 | internet:2 | web:2,"My creative work is largely centred on writing SEO web content and articles , which involves using keywords to produce content that will help websites rank in search results . || Even now you see it , a simple google search prompts an AI response and its often wrong . || Even some Google searches were n't helpful if you did n't have specific enough info . || Often , an internet search for the kind of obscure questions I come up with requires multiple tweaks to get the search engine to understand what I 'm going for and provide relevant links , then browsing multiple pages to get the answer I 'm looking for ."
player,nsubj:8 | obl:4 | compound:3 | nmod:2 | conj:1 | obj:1 | xcomp:1 | csubj:1,go:3 | attract:1 | create:1 | play:1 | take:1 | interact:1 | run:1 | work:1 | make:1 | decide:1 | end:1,,DnD:1 | football:1,"I run a small business / hobby ( technically a business , since I make money from it and treat it as a business ) doing fantasy map commissions for independent authors and DnD players . || For board game design , I use AI to help me create layouts for prototype components like cards , player boards , and shared boards . || I used AI to help create a placeholder cover for my game - something eye - catching that helped visually represent what the game was about and attract players to my table . || However , I envision that I will be able to write the core 1,000 lines and backstory for each character in a role - playing game and have the AI be able to create new interactions with the player as they will ask the characters about things that I did not keep in mind ."
course,fixed:16 | obl:3 | nmod:1 | compound:1,outline:1 | help:1,online:1,jazz:1,"Recently , I asked AI to come up with a basic lesson plan for jazz courses and then to alter the difficulty level for 3 different age groups . || Of course , I imagine that an AI assistant , especially the modern ones , can be a better sounding board now , since many can parse images . || I know that the more creative and visually appealing my content is the better it is received ( with a professional focus of course ! ) . || Not that every company developing AI is unconcerned with ethics of course ."
purpose,obj:8 | obl:8 | compound:2 | root:1 | nsubj:outer:1 | conj:1,use:3 | fit:2 | defeat:2 | utilize:2 | fill:1 | work:1 | need:1 | help:1 | want:1 | suit:1 | serve:1 | incorporate:1,technical:1 | different:1 | similar:1 | corporate:1,research:2 | training:1 | brainstorming:1 | thesaurus:1,"Then it 's up to me to decide if I want to keep them , or if I want to change them in some way to fit my purposes . || It fills a purpose . || But since it 's just a placeholder , it works for my purposes . || Generally for research purposes ."
history,compound:6 | nmod:5 | conj:4 | obl:3 | appos:1 | obj:1,teach:1 | fit:1 | attend:1 | need:1,,dance:1,"I also like to ask AI to give me ideas for things that I can teach my students about dance history || I just recently started a pack of assets using an old inky style of art to fit antique fountain pen -drawn maps throughout history . || I most recently used AI to help in the research of my written work , specifically the history of spinsters , as the short stories I am writing are related to how women exist in the world independently from men and marriage . || In the past few months , a few of the things I 've used AI tools to research are the Coriolis effect ( working out the likely movement of storm systems off a particular coast ) , binary star systems ( assessing the possibility and possible configurations of livable planets orbiting a star in such a system ) and properties of iron vs. steel and the history of creating steel ( determining whether a weapon bind in a fight could create sparks ) ."
graphic,obj:7 | conj:6 | nmod:4 | obl:2 | compound:1,create:2 | generate:1 | sell:1 | need:1 | produce:1 | use:1 | do:1 | apply:1,supplementary:1 | traditional:1 | more:1 | internal:1 | inspirational:1 | generate:1,sermon:1 | media:1 | 2nd:1 | motion:1,"We 've also tried using it for things like generating graphics for internal comms like event invitations , but it did n't work too well for that - I have n't found an AI model that 's capable of producing a document with both coherent text and strong images together yet . || Likewise , as a result , I sometimes end up creating supplementary graphics , concept art , etc , while worldbuilding . || I create content for my blog ( writing in Wordpress ) , my YouTube channel ( filming in OBS and editing in Adobe Premiere ) , and also for my church as Creative Director ( lots of graphics in Canva ) . || For church , it can be anything from sermon graphics to social images , planning and edition short - form video , etc ."
month,obl:unmarked:8 | obl:6 | nmod:3 | obj:1 | nmod:unmarked:1 | conj:1,take:2 | churn:2 | begin:1 | recall:1 | make:1 | get:1 | publish:1 | start:1 | spend:1 | remember:1,past:3 | several:1 | few:1,AI:1,"Over the past 6 months , I began to work closely with the social media side of things at my Martial Arts locations ( they 're sister schools ) . || Since I started using AI tools several months ago , I mainly use them for exploring topics I 'm not familiar with . || In the past few months , a few of the things I 've used AI tools to research are the Coriolis effect ( working out the likely movement of storm systems off a particular coast ) , binary star systems ( assessing the possibility and possible configurations of livable planets orbiting a star in such a system ) and properties of iron vs. steel and the history of creating steel ( determining whether a weapon bind in a fight could create sparks ) . || I 'm a writer , primarily of science fiction and fantasy , so a project for me would be a book or a series of books , which can take months or years from start to finish ."
subject,obj:5 | obl:4 | compound:3 | nmod:3 | conj:3 | advcl:1 | root:1,recommend:2 | come:1 | handle:1 | light:1 | read:1 | learn:1 | think:1 | drag:1 | reposition:1,specific:1 | other:1 | particular:1 | choose:1 | tender:1 | instant:1 | nuanced:1,,"My creative work involves designing and leading workshops for businesses in many subject areas . || Sometimes if I feel "" stuck "" at the beginning of a project I will use an AI tool to brainstorm various approaches to a specific subject , moving from a general overall view to specific features , such as activities for workshop participants , content for digital files , suggested graphic features ( colour , elements , layout ) , questions for company contacts , etc . || For my writing and publishing , I typically use AI quite a bit in the research phase , especially in searching out bible verses or passages that fit the material / subject matter , and especially finding verses that are n't as commonly used for what I 'm writing about . || For instance , if I know I want to paint something using paynes grey with a red accent that has an autumn theme , I might ask AI for a list of possible subject matter or ideas for paintings ."
effort,nmod:7 | conj:6 | obj:5 | obl:1 | compound:1,make:2 | expend:1 | work:1 | require:1 | harm:1,much:2 | creative:2 | conscious:1,marketing:1,"However , I 'm making a conscious effort to continue my education , so I 'm using AI as a true assistant and not crutch . || I have used AI for complete creative output for things like , say , when a relative wants a logo for their business that looks very "" painterly "" — not my forte , but they are also less aware of what is AI - generated , so a good AI output plus some touchups in Photoshop means that I do n't have to expend as much effort for projects that are either unpaid or involve multiple changes if the "" client "" does n't know what they want . || However , I am optimistic that human creativity will always triumph and that AI can work alongside our efforts to create even better and more meaningful work . || The second is more impressive and requires time , effort and skill , and the first exhibits the most skill and effort and is the most impressive ."
