lemma,subjects_top,objects_top,xcomp_top,ccomp_top,obl_top,examples
capture,that:3 | I:2 | description:1 | it:1 | part:1,moment:2 | perspective:1 | ambiance:1 | amount:1 | work:1 | everything:1 | energy:1 | vibe:1 | whatever:1 | attention:1 | style:1 | sarcasm:1,,,I:1 | how:1,"Personally I 'm not sure an AI will ever be able to capture the same unique creative perspective that a human could have because it necessarily has to rely on data that already exists , which makes me think it would struggle to come up with something new . || Something that captures the ambiance and the mood , or even a simple diagram . || I really like to use AI tools when I just ca n't find a good reference image for a pose I 'm trying to capture or a lot of the times I love using AI tools when I really need extra help with composition and scene layout . || Finally I briefly asked whether the description I had written of the effect ( "" burst of sparks "" ) realistically captured the amount of sparks that might be created ."
answer,it:3 | I:2 | that:1 | this:1 | what:1,question:12 | everything:1 | bunch:1 | who:1,,,question:1 | character:1,I hope that answers your question . || It 's answering my questions and I 'm certainly the one going through all the work . || What I might have Googled and sorted through pages of information to find can now be answered in a quick question or two . || This means I focus my work on interactive learning scenarios rather than the read / watch videos and answer multiple choice questions that are so ineffective !
cover,we:6 | that:3 | I:2 | each:1 | it:1 | article:1 | everything:1 | this:1,it:5 | everything:2 | topic:2 | area:1 | insight:1 | design:1 | subtext:1 | point:1 | amount:1,,when:1,phase:1,"I think everything has been covered ! || So through discussions with a couple of models I was able to decide on 8 categories , with each one having 4 smaller devotionals , and 1 that was more comprehensive , so that it was essentially 8 sets of 5 devotionals , with each covering an area like accepting your illness or God 's path , understanding why God allows illness in His followers and how He uses it , and ways that we can still serve and God can still use us , despite , or even because of , our challenges . || No , I think that about covers it . || No , that covers it all , thanks !"
organize,I:2,file:2 | devotional:2 | material:1 | pattern:1 | info:1 | entrie:1 | post:1 | they:1 | information:1 | thought:1 | story:1,,,category:2 | book:1 | campaign:1 | audio:1,"I 'll then draw the assets on Procreate , export them to my PC , organize and name the files , create product listing images and promos for them , then upload them to the appropriate markets . || It would be nice to switch instead to an AI tool to help me organize and name files after I 've designed and finalized the asset images , because that takes a considerable amount of time . || But I can tell you that kind of a sub-portion of the current project where AI was quite useful was when I needed to figure out how to organize my devotionals for the book . || That help in coming up with the 8 subdivisions , and especially in organizing the devotionals into categories , was incredibly helpful ."
present,it:2 | I:2 | theory:1 | AI:1 | llm:1 | we:1 | theme:1 | they:1,information:4 | it:3 | idea:3 | that:1 | problem:1 | AI:1 | thing:1 | task:1 | content:1,,,way:3 | that:1 | which:1 | suggestion:1 | client:1,"The ability to make truly creative decisions is at this moment , still largely a human ability , and I feel like as the years go bye , and the ability to generate what are at their core standard artistic pieces - following the rules and logic that artistic theory presents - creates a scenario where unique and special talents are not going to enter the field as they see it is saturated or a waste of time . || I also worry about AI presenting incorrect information regarding mechanics , rules , etc. for those who utilize it for that aspect of tabletop gaming . || A typical project can involve taking information from other sources ( transcripts , articles , emails , you name it ) extracting relevant information , and presenting it in a clear and informative way . || It basically takes a lot of the pressure off so that I can provide results to people instead of presenting more problems ."
grow,we:1 | grandmother:1 | what:1 | who:1 | business:1,meat:1 | media:1,large:1 | follow:1,,that:1 | artist:1 | something:1 | in:1 | business:1 | sitcom:1 | craft:1,"I can see AI 's role continuing to grow larger as it continues to improve , saving further time and allowing for more work to be done than ever before . || How do we grow from that ? || The concern I would have is that the ability to automate the artistic process , like a 2D drawing , makes it so easy that it could broadly disincentivizes other artists from entering the field growing up . || AI art is a growing problem in the sense of inauthenticity ."
feed,I:5 | that:1 | this:1 | it:1,it:4 | article:3 | prompt:1 | bit:1 | that:1 | piece:1 | idea:1 | creativity:1 | detail:1 | work:1 | profile:1 | concept:1,,,chat:2 | it:1 | crisis:1 | I:1 | use:1 | novel:1 | model:1 | AI:1,"I use it for everything from brainstorming topic ideas and page outlines through to feeding it prompts to generate content . || I also make sure the prompt I start with has as much information fed into it as possible , which means ultimately I 'm driving the creative decisions and simply getting AI to do what I want it to || I do tend to collaboratively write with AI , asking it to assume the role of a dungeon - master or character ( s ) while feeding it quite a bit of lore . || I already find that AI can write better than the majority of people I know , which is great from the perspective of looking for a collaborative storyteller to simply toss ideas back and forth with , however , I also wonder if that 's feeding into the ongoing existential crisis of loneliness , if humans are becoming less authentic , less emotionally - intelligent because they rely too heavily on these tools ."
upload,I:7 | they:2 | you:1,image:6 | they:1 | piece:1 | story:1 | graph:1 | photo:1 | chapbook:1 | palette:1 | it:1 | design:1 | listing:1 | what:1,,,AI:3 | market:1 | model:1 | site:1 | it:1 | I:1,"I 'll then draw the assets on Procreate , export them to my PC , organize and name the files , create product listing images and promos for them , then upload them to the appropriate markets . || It makes it harder to convince people to pay for commissioned work when they can just upload an image and ask it to make something that looks like that with their changes . || But I 'm not sure I 'd be comfortable uploading a finished piece of work of that length to a model . || I uploaded the image to AI and explained my idea for the painting and asked the AI to pull out the colors from the image that I would need and tell me the names ."
outline,I:2,idea:2 | draft:2 | content:1 | planning:1 | plot:1 | project:1 | series:1 | research:1 | skeleton:1,research:1,,blog:1 | whole:1 | document:1 | course:1 | page:1 | AI:1,"For the blog , I 'm outlining the content , writing it up , and integrating images and video . || Also , it helps with writing , when I 'm putting a treatment together , or outlining a script idea . || Usually during my own original writing , particularly at an early ideas stage when outlining , I might use AI to say , "" Give me ten surnames for a man from Barnsbury born in 1971 "" . || So , I would n't be including to use AI for plotting or outlining -- I do n't do much of that ."
ensure,I:2,product:1 | color:1 | truthfulness:1,right:1,be:1 | look:1 | blend:1 | capture:1 | control:1 | leave:1 | accessible:1 | understand:1 | work:1 | miss:1 | have:1 | misrepresent:1,,"I make sure all content undergoes multiple human checks , not only to ensure there are no hallucinations , but also to check for any issues with tone and style . || I was able to use AI to composite some "" good "" grandparents together , then in Photoshop I pasted everyone in , moved some people around in front of T - shirt guy ( he was tall ) , toned down said shirt , then ran a copy of it through an AI tool to smooth some things out , then checked everything back over in PS to ensure it looked realistic , no floating hands , etc . || The AI is just doing the things I 'd rather not do , like poring over pixels of trees to ensure everyone is blended just so , or cleaning up scratches in photo restorations . || Sometimes this graphic design makes use of company logos , colours , and other in - house design elements but more often I have free reign to ensure the products I create best suite the type of workshop I design and facilitate ."
assist,AI:3 | that:1 | it:1,I:4 | you:1 | we:1,,,process:1 | research:1 | ability:1 | writing:1 | thing:1 | that:1 | decision:1 | variety:1 | debugging:1 | editing:1,"One of the most concerning things I 've seen is new AI plugins that will assist you in the creative process by actually writing song parts . || I also use VidIQ and YouTube 's AI tools to assist me with refining my video descriptions and titles . || I also use AI to assist in my written visual arts research , and in crafting artist statements for exhibitions . || Take for example my latest series , "" The Rising Sun "" - AI assisted in the ability to quickly create prototypes of each [ REDACTED ] the speed from which I have a 2D image that I can then take through the workflow to make 3D ."
bring,I:7 | team:1 | model:1,it:3 | they:2 | that:1 | image:1 | couple:1 | what:1 | good:1 | world:1 | AI:1 | idea:1,good:1,,life:3 | blender:2 | illustration:1 | project:1 | class:1 | image:1 | there:1 | cast:1 | team:1 | author:1 | table:1,"My work varies project to project , but usually it involves a client giving me a script or a rough idea and it 's my job to bring it to life through illustration and design . || The creative decisions are ultimately mine , but AI helps bring them to life . || In corporate environments ( which is where I work ) , management is often not aware ( or chooses to ignore ) the value that the creative team brings to each project . || As a person attending grad school for history , sometimes there is a topic brought up in my classes that really captures my attention and I devote an episode to that ."
pick,I:4 | AI:1 | it:1 | model:1 | we:1 | actor:1 | they:1,pattern:1 | idea:1 | niche:1 | topic:1 | it:1 | diet:1 | phrase:1 | garment:1 | text:1,,good:1,trend:1 | clue:1 | on:1 | from:1 | great:1 | that:1 | response:1 | store:1,"I find in my experience AI does n't pick up on the trends fast enough to make meaningful video ideas . || Often , I try to seed potential points forwards in my responses , things that could be investigated , dialogue that could be continued , and while it excels at the dialogue and has , over time , gotten better at picking up on context clues or symbolism , it still struggles to give the impression of "" agency "" when left to its own devices . || The third might look just as good , but it does n't require any skill , just picking a pattern and hitting a button . || There is n't a set formula I follow to pick which idea to have , I just go with my gut and the one I felt stood out as the most unique and also one I was obviously able to make ."
realize,I:10 | we:1,,,make:2 | move:2 | do:1 | steal:1 | create:1 | late:1 | capable:1 | cause:1 | mess:1 | learn:1 | use:1 | protect:1,,"Then , I realized that I 'm still doing all of that . || When I realized that my use of AI is n't making use of these unethical practices , I felt less guilty . || When I realized that I 'm not stealing anything , and that I 'm not using AI in an unethical way ( in my opinion ) , I felt okay with it . || The benefit of that moment where we were both in sympatico and had ' clicked ' is that I realized I could move on from the scene since we were both in alignment that we had wrung all of the scene 's potential and there was nowhere else to go ."
prompt,I:2 | search:1 | system:1 | everyone:1 | AI:1,response:1 | state:1 | style:1 | tweak:1 | instruction:1 | it:1 | that:1 | thinking:1 | model:1 | engineer:1 | role:1 | I:1,use:1 | generate:1,,generation:1 | question:1,"Even now you see it , a simple google search prompts an AI response and its often wrong . || Rarely have I found the AI particularly to be "" creative "" if you will , specifically as I am not sure I could say that the system prompt 's I have written allow it to exist outside of typical artistic norms . || AI suggested many names to begin with and I would prompt back stating to focus more on one thought process ( ex : add more suggestions that have to do with my office being in the basement , give me more suggestions that get the point across that these prizes are basically worthless , give me a suggestion that uses my name , make it shorter because it needs to fit on a 5 "" x 17 "" glass front and I want the words readable , etc. ) . || We see see strongly in the image generation sphere , where loras and prompting particular styles , camera angles , painting styles , etc. all come out to influence a particular user 's style of generations strongly - so much so that I can recognize some users ' generations immediately , their way of prompting is so unique to them ( not just ghibli - style or some generic one like that ) ."
explore,I:2,possibility:1 | scenario:1 | function:1 | topic:1 | video:1 | option:1 | setting:1 | change:1 | touchstone:1 | idea:1 | what:1 | way:1,,,story:2 | angle:1 | perspective:1 | tool:1 | atmosphere:1 | option:1,"AI allows me to explore the possibilities more deeply . || In a way , I tend to think of the story as a sort of AU ( Alternate - Universe ) interpretation of my main projects , and that lets me explore potential scenarios , plotlines , and character arcs from different angles . || I 'm exploring time - saving functions , such as using Opus Clip to grab shorts from a two - hour church service . || Since I started using AI tools several months ago , I mainly use them for exploring topics I 'm not familiar with ."
explain,I:4,idea:2 | concept:2 | version:1 | it:1 | how:1 | what:1 | why:1 | something:1 | element:1,,,I:2 | painting:1 | manner:1 | AI:1 | prompt:1 | person:1 | thing:1 | kid:1 | term:1,"I uploaded the image to AI and explained my idea for the painting and asked the AI to pull out the colors from the image that I would need and tell me the names . || I asked some LLMs to explain the concepts to me in a simplified manner so that I had a clearer idea before I started writing . || Sometimes the AI can help explain difficult concepts to me or correct the errors of my thinking . || Currently , I 've seen AI edits that can extend a clip , which to me is already a crazy advancement , that AI can create more frames from essentially nothing , ca n't wait to see how AI will help with what I 've already explained ."
break,which:1 | generation:1 | something:1 | it:1,flow:2 | llm:1 | blub:1 | concentration:1 | post:1 | project:1 | I:1 | thinking:1,,,rhythm:1 | passage:1 | extent:1 | piece:1 | cycle:1 | block:1 | rust:1,"While I 'm artistically inclined myself , drawing tends to take much longer for me than writing I find that for the early planning stages , AI can help to polish my very rough drafts to a workable state without having me break my flow . || It often takes a deal of work to break an LLM out of its sycophantic rhythms — which is integral when trying to set up genuine conflict in storylines . || If not explicitly told , I do n't think AI can distinguish between main characters or side characters very well , which does break up the flow . || I was writing in first - person POV but events were happening around the country ( riots , looting , society breaking down ) ."
receive,I:8 | they:1 | company:1 | complany:1 | it:1,info:2 | request:1 | song:1 | amount:1 | order:1 | home:1 | what:1 | content:1 | file:1 | project:1 | feedback:1,,,customer:1 | railing:1 | category:1 | it:1,"A typical project can be one of two things : a commission involves receiving a request for a custom map from a client . || I know that the more creative and visually appealing my content is the better it is received ( with a professional focus of course ! ) . || But I am fairly set on the idea that creative works need to originate from the human brain , and that I really do n't think people should be able to publish and receive royalties from something that was mostly produced by AI ... || I 'm more worried about producers / directors using AI to generate a first draft , then needing a writer to rewrite it to a high - enough quality , while stiffing them on the money they would have received if they had gone though a normal development process from scratch ."
show,I:2 | algorithm:1 | chord:1 | that:1 | image:1 | it:1,I:3 | boss:2 | post:1 | era:1 | interest:1 | hand:1 | idea:1 | skill:1 | sticker:1 | one:1 | draft:1 | client:1,,look:1,in:1 | screen:1 | client:1,"That being said , it could be used to create lower quality "" filler "" content based on what the algorithms show is popular , which would still take jobs away from people since there is a lot of that type of streaming content being created these days . || I 'm just using AI as a tool to brainstorm some ideas and show me what proper perspective , proportions , and shadows look like on an asset . || All I do is hit the button and the chords just show up . || It feels much better to show my boss a post and say that I came up with it from my own brain rather than using AI and then showing the boss and having to admit that it did n't come from my own brain but AI instead ."
consume,that:2 | research:1 | it:1,art:1,,,design:1 | I:1 | something:1 | writing:1 | benefit:1,"This was extrememly time consuming . || I imagine that if a human VFX designer could use AI tools to automate some parts of the process , it could save a lot of time and money in what is currently an expensive and time consuming process , allowing us to create more realistic looking and exciting visual effects quicker and for less money . || ( the sort of work that would usually be very time - consuming or offshored to cheap labor ) and Generative Fill is decent , but will be amazing very shortly . || Without total authorial control over what it is able to generate , I do n't see it being able to supplant physical production ( real actors on sound stages / locations etc ) , but I hope it would lower the barrier to entry in what is an expensive and time consuming creative endeavour ."
bounce,I:5 | we:1 | they:1,idea:12 | direction:1,,,of:3 | it:2 | off:2 | AI:2 | peer:1 | writer:1 | idea:1,"Anyway — brainstorming is and ideation is really just a process of bouncing my ideas off a peer . || I used AI to brainstorm , which then got my creative juices flowing , and I bounced back and forth with it until we found a perfect title . || As a writer , or a creative person in general , it 's really important to me to stay in control of the creative decisions and use AI solely to see my work in a different way , kind of like if I was bouncing ideas off of another writer over coffee . || Brainstorming is the most successful exchange , generally speaking , because we can bounce back and forth on ideas , worldbuilding , sound choices , etc ."
avoid,I:2 | model:1,this:1 | use:1 | temptation:1 | backlash:1 | suggestion:1 | service:1,use:3 | link:1 | steal:1 | feel:1 | deal:1 | lose:1 | train:1,,workflow:1 | space:1 | practice:1,"I do fear I will rely on it more and more , even though the intent exists to avoid this . || But ultimately , I try to avoid AI use in my workflow as I do n't want to become dependent on it . || I believe if I can avoid the temptation , especially in a social media space that can be so competitive , I will continue to use AI strictly for inspiration or refinement of my own ideas , as well as social media marketing advice . || On the ' low ' end , I 'll just ask a search - enabled smart AI ( like GPT - 5 thinking or Opus 4.1 or Gemini 2.5 Pro ) to provide me with some interesting facts and statistics from specifically . edu , .gov , or .org sources ( or pdfs ) to avoid linking competitive articles ."
vary,project:2 | work:1 | Typical:1 | genre:1 | answer:1 | quality:1 | output:1 | I:1 | flow:1 | it:1,project:1 | lot:1,,,project:2 | line:1 | ais:1 | screenwriting:1 | result:1 | what:1,"Projects vary , as I 'm always trying new things , but we do have a consistent "" Student of the Week , "" segment I prepare for all content , including OptiSigns . || My work varies project to project , but usually it involves a client giving me a script or a rough idea and it 's my job to bring it to life through illustration and design . || "" Typical "" varies quite a lot in my line of work . || The genre varies ; Sci - Fi and Fantasy are favorites of mine , but I write in other genres too ."
utilize,I:3 | tool:1 | who:1,AI:8 | it:5 | more:1 | creativity:1,,,purpose:2 | naming:1 | copy:1 | brainstorming:1 | process:1 | aspect:1 | stage:1 | compilation:1,"I know that some photo editing tools utilize AI to improve a photo 's lighting , colors , etc . || I am definitely interested in further utilizing AI in a more assistant / administrative role eg. file naming and general organization . || I definitely have concerns about people utilizing AI for drafting entire novels for them . || I see myself utilizing AI more in writing ad copy and probably more in research ."
connect,that:3 | I:1 | this:1 | you:1 | dot:1 | all:1,dot:2 | which:1 | clip:1 | trait:1 | event:1 | person:1,,,customer:1 | body:1 | concept:1 | music:1 | game:1 | with:1 | person:1 | way:1 | reader:1 | it:1 | movie:1,"We want a tagline that connects to customers , showcases our versatility and still be concise . || I would also want it to connect the dots ( or see that the dots can not be connected ) over much larger bodies of text so that it can help to identify any and all plot holes in early drafts of novels . || a long chat with an AI assistant trying out various character names , which I wanted to connect to particular character concepts , e.g. , alluding to darkness , vengenance , light , hope , etc . || Well not exactly , I often find I can better connect clips together by generating an AI video or using it create a type of short "" meme , "" which I would consider form of editing ."
pull,I:4 | that:1 | video:1 | model:1,idea:2 | information:1 | color:1 | I:1 | meme:1 | eyeball:1 | point:1 | element:1 | book:1 | randomness:1,,,source:3 | it:2 | image:1 | internet:1 | air:1 | project:1 | continent:1,"The AI was very helpful in pulling from several sources and finding unique perspectives that I might otherwise not have found on my own . || In the past it would take a while to pull information from scattered sources . || I uploaded the image to AI and explained my idea for the painting and asked the AI to pull out the colors from the image that I would need and tell me the names . || When I felt like my creative juices just were n't flowing , the model gave me some creative ideas that really pulled me out of it ."
incorporate,I:3,AI:2 | coding:1 | character:1 | more:1 | some:1 | idea:1 | tip:1 | it:1 | change:1 | purpose:1,use:1,,sake:1 | workflow:1 | design:1 | line:1 | conversation:1 | outline:1 | bit:1 | time:1 | project:1 | theme:1,"So , essentially it has aspects of a long - form novel while also incorporating simple coding for the sake of branches and managing stats . || Personally , I incorporate AI a lot when it comes to editing my work — spellcheck and grammar , yes , but it 's nice to do some sentiment analysis and summaries so that I can make sure I 'm conveying what I intend to . || That , or it tends to hyperfixate on certain motifs and themes , sometimes even on incorporating characters that were made previously even though they have no reason to be involved in the current scene . || Likewise , while I might incorporate AI into my workflow , I would never use it to generate any part of a finished piece , only in the most barebone , rough - drafting stages ."
shift,it:2 | term:1 | something:1 | boundary:1 | much:1,it:2 | thing:1 | point:1 | perception:1 | direction:1,mean:1,,form:1 | chapter:1 | past:1 | style:1 | process:1 | partner:1 | asset:1,"By being able to just spit out what is racing through my head and have a LLM generate the perfect captions , even adhering to shifting things slightly for different forms on content is incredible . || This might be as simple as the placement of a comma in a sentence , or as complex as shifting points of view between chapters of a novel . || Asking Ai how switching certain color palettes might shift brand perception and creating a dialogue , asking it questions such as if a minimalist approach could have the same impact as serif - forward direction in the emotional aspects of the design . || I would AI to evolve to the point that it has a deeper understanding of tone and style in shifting contexts ."
prepare,I:1 | it:1 | we:1,suggestion:2 | project:1 | it:1 | that:1 | post:1 | sheet:1,move:1,,content:1 | for:1 | notice:1 | draft:1 | idea:1,"Projects vary , as I 'm always trying new things , but we do have a consistent "" Student of the Week , "" segment I prepare for all content , including OptiSigns . || I am a contract - based graphic designer who specializes in preparing projects to print . || Imagine at Christmas when you have loads to prepare . || It automatically highlights what has been written and prepares suggestions ."
speak,I:1 | piece:1,what:1,,,her:1 | itself:1 | expert:1,"Honestly , I am less in tune with industry standards , so to speak . || Broadly speaking , I fear we are entering an era where humans have no original ideas . || When I spoke with her later , she said that the response was well - reasoned and lower gravity would probably have many of those effects . || Sometimes the result is beneficial , sometimes not , but it helps keep things moving if I 'm ' dreading the blank page , ' so to speak ."
handle,I:1 | it:1 | that:1 | tool:1,task:4 | part:3 | thing:1 | it:1 | more:1 | mistake:1 | situation:1 | aspect:1,rendering:1,,sensitivity:1,"I have to admit that early AI has not done a great job of handling these things well . || AI has been most useful in handling my admin tasks , like keeping track of client info , responding to emails etc . || For me , AI is a useful tool to handle tasks that I 'd either do myself or else have to pay for another round of editing / proofreading . || There 's a lot of discussion online about how decision makers in many companies are reducing headcount because they are letting AI handle the tasks that humans previously did ."
record,watch:1,thought:1 | that:1 | episode:1 | meditation:1 | musician:1 | step:1 | line:1 | it:1 | track:1 | artist:1,,,specification:1,"I work with clients to record and mix their original music . || I especially like recording my thoughts . || I use AI to help me brainstorm ideas for my next "" episode , "" help me complete outlines for the research , find sources for my actual research , and write a script that I will then use to record the episode . || Then I return just before recording usually , or if I 'm having trouble with sources I might ask for help in the middle of research ."
call,mentor:1 | we:1 | editor:1 | I:1 | novel:1,it:4 | themselves:1 | artist:1 | I:1 | typo:1 | slop:1 | they:1,HueForge:1 | Thinglink:1 | Redacte:1 | redacte:1 | A:1 | spectraLayer:1 | Izotope:1 | let:1 | collaboration:1,,factor:1,"I 'm honestly doing a lot my "" bucket filling "" ( that 's what a mentor calls it ) . || I 'm also slightly concerned about the use of AI stealing work to generate images for people who want to call themselves artists but lack the proper skills , training and experience . || So my creative niche is I create 3D printed tokens for card games , most typically Magic : The Gathering , using a program called HueForge to take a 2D design and give it depth , scale , and colour . || To do this I used AI software through a company called Thinglink ."
stay,I:3 | it:1 | uniqueness:1 | work:1 | rest:1,same:2,true:1 | intact:1 | relevant:1 | open:1 | difficult:1,,style:1 | control:1 | occupation:1 | same:1 | flow:1 | end:1 | that:1 | algorithm:1 | before:1 | client:1 | track:1,"At least this way , I 'm still staying true to my own style . || As a writer , or a creative person in general , it 's really important to me to stay in control of the creative decisions and use AI solely to see my work in a different way , kind of like if I was bouncing ideas off of another writer over coffee . || I think , for my given occupation , it 'll stay about the same . || Writing in a way that flows for me and then having AI take the first pass at shifting it to the other style actually saves me a good bit of time because I stay in the flow ."
hear,I:5 | you:1,it:2 | person:1 | response:1 | word:1 | I:1 | song:1 | someone:1,mention:1,implement:1,thought:1 | a.m.:1 | lawyer:1 | minute:1 | it:1,"It 's kind of an "" ill know it when I hear it "" thing , so I just want it to throw lots of ideas at the wall . || htDemucs has gotten really good for audio stem separation , and I 've heard that Ableton will be implementing stem separation in a new update . || I have heard people ( or read , on social media , forums , etc ) talking about that they just put in a high level concept and tell the ai to write a chapter , and then another , and it basically writes the whole book for them . || I 've typically used a text based AI model , but it would be interesting to be able to use a voice based model so that I could remain on screen , and read a short passage , and hear a response ( perhaps giving a different perspective , and certainly breaking concentration on the passage at hand to a lesser extent ) ."
hit,I:3 | it:2 | show:1 | that:1 | some:1,wall:3 | button:2 | it:1 | point:1 | market:1 | all:1 | ear:1,send:1 | wrong:1 | align:1,,money:1 | page:1,"I find that when a long caption is needed , say for an Instagram Reel like I needed here , it does excellent and hits it on the money every time ( Granted , I provide a lot of detail . || The third might look just as good , but it does n't require any skill , just picking a pattern and hitting a button . || All I do is hit the button and the chords just show up . || So , I started by basically saying , "" here 's the plot of my story , here 's something significant that happens in it , here are the main characters ' namds Sorry , hit send on accident !"
spark,idea:2 | which:1 | what:1 | art:1,idea:3 | way:1 | creativity:1 | kernel:1 | one:1 | interest:1 | inspiration:1 | vision:1 | process:1,,,I:2 | suggestion:1,"And creatively , it 's been a great sounding board for ideas , like with the organization of the book , where I can tell it what I am trying to do from a very high level , and ask for thoughts and ideas on how to accomplish it , and we can go back and forth with iterations of the ideas , and it will make suggestions that I might not go with precisely but will sometimes spark a different way of viewing things that will help me decide on the right approach . || I feel like I am driving the creative decisions but I feel like AI provides excellent collaboration and can spark more creativity for me . || I find myself reaching for AI tools to spark kernels of creativity when inspiration is feeling scarce . || I did n't use most of the ideas it came up with , but the "" wrong "" ideas sparked the right ones ."
expect,I:10 | person:1 | it:1,it:2 | AI:1 | anything:1 | level:1 | output:1 | response:1,able:1 | good:1 | continue:1 | refine:1 | to:1 | use:1,lean:1 | use:1,,"I would expect to be able to feed it a longer piece of text ( maybe even a whole novel , c.80,000 words ) and have it critique it ( again , critique , not re-write ) . || I would expect it to be better at identifying plot holes , one - dimensional characters , breaking POV , etc . || I expect AI to continue down the path it 's already heading , being invasive and furthering the homogenization of writing and other arts . || After settling on a name , I continued to consult it to come up with a fun slogan so staff members would know not to expect anything super great from the machine , as it is truly just a fun little game to boost morale ."
deliver,I:3 | that:2 | llm:1,image:2 | sort:1 | podcast:1 | list:1 | article:1 | something:1 | product:1 | photo:1 | AI:1 | value:1,,,that:1 | client:1 | work:1 | minute:1 | individual:1,"I have found it most useful as a starting point in my own work , it saves me time from searching for inspiration on a broader canvas and instead delivers more quickly the sort of thing I 'm looking for . || I also think that using AI in the last editing stage helps me deliver a more polished and smooth podcast overall when it is published . || I occasionally ask for help with soft - synth sound design or composition , but LLMs rarely deliver on that . || It is great to be able to deliver high quality images to a client without as much work ."
search,I:3 | it:1 | we:1,verse:1 | myself:1 | Template:1 | Pinterest:1 | web:1,,,internet:2 | inspiration:2 | for:2 | image:2 | canvas:1 | template:1,"I spend less time searching on the internet , which leaves me more time to focus on writing and causes less of a disruption when I need to look things up . || For my writing and publishing , I typically use AI quite a bit in the research phase , especially in searching out bible verses or passages that fit the material / subject matter , and especially finding verses that are n't as commonly used for what I 'm writing about . || If I get stuck on a macrame knot or crochet stitch it has helped me quicker than searching myself does . || I have found it most useful as a starting point in my own work , it saves me time from searching for inspiration on a broader canvas and instead delivers more quickly the sort of thing I 'm looking for ."
guess,I:12 | everyone:1 | you:1,how:1,,count:1 | drive:1 | do:1 | need:1 | help:1 | where:1 | keep:1 | improve:1 | what:1 | open:1,,"I do n't reach for AI a lot , but I guess you could count Grammarly suggestions for writing . || So , I guess I 'm driving the creative decisions . || I felt happy and satisfied if that 's how you can describe it I guess . || So I guess the aspect of my creative work that has changed the most is that I can do more things , but figuring out which things I can and can not do and how to do the things I can takes a lot of time ."
compare,I:2,it:2 | interpretation:1 | painting:1 | tactic:1 | product:1 | you:1 | spec:1,,,that:2 | how:1 | cost:1 | work:1 | sculpture:1 | area:1 | someone:1 | asset:1 | conversation:1 | calculator:1,"Likewise , I may occasionally ask my AI to take on a particular character to have a conversation about them , and then compare its interpretations to how I * feel * they would genuinely act . || It 's hundreds of dollars , time , and energy , compared to the relatively cheap cost of doing so immediately . || Let 's say that the AI was asked to compare my own paintings to the work of artist Cy Twombly - this could conventionally be seen as a bit of a stretch , since Cy Twombly 's art is only mildly similar to my own . || Compare it to a hand - carved , hand - painted sculpture versus a premade , hand - painted sculpture versus a 3 D - printed , full - colour sculpture from a pattern ."
manage,I:4 | location:1 | media:1,team:1 | stat:1 | time:1 | group:1 | all:1 | calendar:1 | job:1 | website:1,recommend:1 | good:1 | flesh:1 | mention:1,,refinement:1,"I also manage a small team of writers and need to regularly give updates to my manager . || So , essentially it has aspects of a long - form novel while also incorporating simple coding for the sake of branches and managing stats . || Each veterinary location was owner managed but made use of company software , followed common procedural steps with business operations ( including training ) and worked to meet the business objectives of headquarters . || Ultimately , it may be true that my job will no longer exist , as social media will just be managed solely by AI ."
request,I:4 | project:1 | you:1 | client:1,dragon:1 | image:1 | AI:1 | that:1 | it:1 | style:1 | something:1,remove:1 | go:1,,page:1,"For coloring pages , I recently requested the dragon sleeping in the forest as well as a few other images , like a sitting Buddha and a fairy in flight . || I allowed some creative freedom for the AI when I requested the images such as ' surrounded by trees and crystals and other magical objects ' and I built off of what AI offered in the image . || I requested the AI remove the shading but it just could not seem to do it . || It might even elicit more errors outside of what you requested ."
offer,I:3 | AI:1 | it:1 | assistant:1,idea:2 | advice:2 | prompt:1 | perspective:1 | feedback:1 | level:1 | suggestion:1,,,image:1 | media:1 | bundle:1 | sentence:1 | pager:1 | item:1 | storefront:1,"I allowed some creative freedom for the AI when I requested the images such as ' surrounded by trees and crystals and other magical objects ' and I built off of what AI offered in the image . || One of my latest classes I have offered is a Fall themed Mom & Me Paint Night . || I also am a therapeutic art life coach and I offer free art journaling prompts on my social media along with therapeutic art bundles for purchase . || I have also asked for inspiration about types of content bundles I can offer , as well as descriptions for workshops ."
guide,that:2 | it:2 | AI:1,I:2 | direction:1 | it:1 | approach:1 | style:1 | information:1 | Zeitgeist:1 | creativity:1 | image:1,,,process:2 | schedule:1 | way:1 | hand:1,"I definitely feel like AI is guiding the direction , which is the part I feel uneasy about . || I would say the AI is driving a good bit of the concepts , I simply try to guide it . || Those definitely guided my approach . || I forgot to mention one great feature for my work is ' projects ' in OpenAI , as I 've carefully developed a custom instructions template and fed the project multiple articles of mine to help guide the style of writing to match my own ."
hire,company:1 | who:1 | I:1,artist:3 | person:2 | creative:1 | illustrator:1 | copywriter:1 | designer:1,,,thing:1 | project:1,"This involves being across the entire filming process from start to finish , including hiring other creatives like camera people , costume designers , set designers , writers and editors . || Companies wo n't hire people for things like game audio or scoring a tv ad if a cheap ai service can do it at a good enough level . || At the moment , its only truly useful if there 's no budget for hiring a human illustrator . || I was asked to create training files that could be used at any location to train the various staff members commonly hired ( front desk staff , lab techs , vet techs , vets , etc . )"
